CÓDIGO_ALUNO,CLASS_x,ACTIVITY NAME,TYPE,STARTED,SKILL,DATA GMT,DATA HORARIO,YEAR,MONTH,DAY,CLASS_y,ACTIVITIES,BADGES,IN CLASS,POINTS,SPEAKING TASKS,SPEAKING SKILL,SPEAKING TOTAL,QUIZZES,QUIZZES SKILL,RATINGS,FEEDBACKS,LEVEL,GRADE,GRADE_NUM,LEVEL_NUM
aluno33,oany5,Jobs: Love or Money?,Speaking Task,2019-06-06 04:20 GMT-3,,GMT-3,04:20,2019,06,06,oany5,139,2,0,11254,87,0,00:11:16,52,0.86,20,18,A2,9º ano,4,4
aluno33,oany5,Being a Teacher,Speaking Task,2019-06-06 04:18 GMT-3,,GMT-3,04:18,2019,06,06,oany5,139,2,0,11254,87,0,00:11:16,52,0.86,20,18,A2,9º ano,4,4
aluno29,2ziol,Art museums,Speaking Task,2019-06-06 04:15 GMT-3,,GMT-3,04:15,2019,06,06,2ziol,207,0,0,14627,123,0,00:10:56,81,0.62,30,65,A1,8º ano,3,3
aluno29,2ziol,Favorite artist,Speaking Task,2019-06-06 04:12 GMT-3,,GMT-3,04:12,2019,06,06,2ziol,207,0,0,14627,123,0,00:10:56,81,0.62,30,65,A1,8º ano,3,3
aluno33,oany5,Part-time Jobs,Speaking Task,2019-06-06 04:10 GMT-3,,GMT-3,04:10,2019,06,06,oany5,139,2,0,11254,87,0,00:11:16,52,0.86,20,18,A2,9º ano,4,4
aluno33,oany5,Fast Food Restaurant,Speaking Task,2019-06-06 04:08 GMT-3,,GMT-3,04:08,2019,06,06,oany5,139,2,0,11254,87,0,00:11:16,52,0.86,20,18,A2,9º ano,4,4
aluno33,oany5,Advice for an Interview,Speaking Task,2019-06-06 04:07 GMT-3,,GMT-3,04:07,2019,06,06,oany5,139,2,0,11254,87,0,00:11:16,52,0.86,20,18,A2,9º ano,4,4
aluno1,6ve7m,Saudi Arabia,Speaking Task,2019-06-06 03:00 GMT-3,,GMT-3,03:00,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno166,fztih,Fashion in School,Speaking Task,2019-06-06 02:37 GMT-3,,GMT-3,02:37,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno166,fztih,Look-alikes,Speaking Task,2019-06-06 02:35 GMT-3,,GMT-3,02:35,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno166,fztih,New Clothes,Speaking Task,2019-06-06 02:33 GMT-3,,GMT-3,02:33,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno166,fztih,Personal Routines,Speaking Task,2019-06-06 02:30 GMT-3,,GMT-3,02:30,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno166,fztih,Shopping Buddies,Speaking Task,2019-06-06 02:29 GMT-3,,GMT-3,02:29,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno166,fztih,Uniforms,Speaking Task,2019-06-06 02:27 GMT-3,,GMT-3,02:27,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno166,fztih,Family Genes,Speaking Task,2019-06-06 02:25 GMT-3,,GMT-3,02:25,2019,06,06,fztih,21,0,0,1321,11,0,00:01:10,7,0.71,2,7,A1,9º ano,4,3
aluno47,dg23e,Local vs. Global Politics,Speaking Task,2019-06-06 02:06 GMT-3,,GMT-3,02:06,2019,06,06,dg23e,100,0,0,7430,65,0,00:10:05,35,0.59,12,37,A1,7º ano,2,3
aluno2,6ve7m,Ideal Partner,Speaking Task,2019-06-06 02:04 GMT-3,,GMT-3,02:04,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,The Perfect Date,Speaking Task,2019-06-06 02:00 GMT-3,,GMT-3,02:00,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Love at First Sight,Speaking Task,2019-06-06 01:59 GMT-3,,GMT-3,01:59,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Teenage Dates,Speaking Task,2019-06-06 01:58 GMT-3,,GMT-3,01:58,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,First Dates,Speaking Task,2019-06-06 01:56 GMT-3,,GMT-3,01:56,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Age to Date,Speaking Task,2019-06-06 01:55 GMT-3,,GMT-3,01:55,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Date Options,Speaking Task,2019-06-06 01:52 GMT-3,,GMT-3,01:52,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Celebrity Crush,Speaking Task,2019-06-06 01:51 GMT-3,,GMT-3,01:51,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Electronic devices,Speaking Task,2019-06-06 01:40 GMT-3,,GMT-3,01:40,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Technology,Speaking Task,2019-06-06 01:38 GMT-3,,GMT-3,01:38,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Television 2,Speaking Task,2019-06-06 01:36 GMT-3,,GMT-3,01:36,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Anti-Technology,Speaking Task,2019-06-06 01:33 GMT-3,,GMT-3,01:33,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Online Learning,Speaking Task,2019-06-06 01:32 GMT-3,,GMT-3,01:32,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Online Routines,Speaking Task,2019-06-06 01:30 GMT-3,,GMT-3,01:30,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Future technology,Speaking Task,2019-06-06 01:22 GMT-3,,GMT-3,01:22,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Iran,Speaking Task,2019-06-06 01:17 GMT-3,,GMT-3,01:17,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Cell phones,Speaking Task,2019-06-06 01:17 GMT-3,,GMT-3,01:17,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Peru,Speaking Task,2019-06-06 01:14 GMT-3,,GMT-3,01:14,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Computer games,Speaking Task,2019-06-06 01:13 GMT-3,,GMT-3,01:13,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Russia,Speaking Task,2019-06-06 01:09 GMT-3,,GMT-3,01:09,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Self-driving Cars,Speaking Task,2019-06-06 01:07 GMT-3,,GMT-3,01:07,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Serbia,Speaking Task,2019-06-06 01:05 GMT-3,,GMT-3,01:05,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno1,6ve7m,Annoying Things,Speaking Task,2019-06-06 01:02 GMT-3,,GMT-3,01:02,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno1,6ve7m,Happiest Time,Speaking Task,2019-06-06 01:00 GMT-3,,GMT-3,01:00,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Birthday + Astrology,Speaking Task,2019-06-06 01:00 GMT-3,,GMT-3,01:00,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Getting Angry 2,Speaking Task,2019-06-06 12:59 GMT-3,,GMT-3,12:59,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Horoscopes,Speaking Task,2019-06-06 12:59 GMT-3,,GMT-3,12:59,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Feeling Today,Speaking Task,2019-06-06 12:58 GMT-3,,GMT-3,12:58,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Zodiac Qualities,Speaking Task,2019-06-06 12:58 GMT-3,,GMT-3,12:58,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno1,6ve7m,Proudest Moment 2,Speaking Task,2019-06-06 12:57 GMT-3,,GMT-3,12:57,2019,06,06,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno2,6ve7m,Zodiac Qualities,Speaking Task,2019-06-06 12:53 GMT-3,,GMT-3,12:53,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,6ve7m,Astrology Belief,Speaking Task,2019-06-06 12:51 GMT-3,,GMT-3,12:51,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno7,ouhzt,Iran,Speaking Task,2019-06-06 08:21 GMT-3,,GMT-3,08:21,2019,06,06,ouhzt,372,26,0,31057,214,0,00:20:33,155,0.87,45,72,A1,6º ano,1,3
aluno7,ouhzt,Fast Food Restaurant,Speaking Task,2019-06-06 08:14 GMT-3,,GMT-3,08:14,2019,06,06,ouhzt,372,26,0,31057,214,0,00:20:33,155,0.87,45,72,A1,6º ano,1,3
aluno2,6ve7m,Iran,Speaking Task,2019-06-06 06:56 GMT-3,,GMT-3,06:56,2019,06,06,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno239,dzgln,Korea,Speaking Task,2019-06-06 06:40 GMT-3,,GMT-3,06:40,2019,06,06,dzgln,13,0,0,540,1,0,00:00:06,12,0.63,1,0,A0,7º ano,2,2
aluno64,oany5,Which Cake?,Speaking Task,2019-06-05 11:17 GMT-3,,GMT-3,11:17,2019,06,05,oany5,64,4,0,5101,34,0,00:02:44,30,0.77,9,17,A1,9º ano,4,3
aluno8,ygz43,Performance enhancements,Speaking Task,2019-06-05 11:10 GMT-3,,GMT-3,11:10,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,E-books,Speaking Task,2019-06-05 10:59 GMT-3,,GMT-3,10:59,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno37,2ziol,Peru,Speaking Task,2019-06-05 10:48 GMT-3,,GMT-3,10:48,2019,06,05,2ziol,145,17,0,10105,61,0,00:04:57,81,0.58,12,35,A0,8º ano,3,2
aluno8,ygz43,Book choices,Speaking Task,2019-06-05 10:44 GMT-3,,GMT-3,10:44,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Films and books,Speaking Task,2019-06-05 10:43 GMT-3,,GMT-3,10:43,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Authors,Speaking Task,2019-06-05 10:43 GMT-3,,GMT-3,10:43,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,School reading,Speaking Task,2019-06-05 10:43 GMT-3,,GMT-3,10:43,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Reading locations,Speaking Task,2019-06-05 10:42 GMT-3,,GMT-3,10:42,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Book preferences,Speaking Task,2019-06-05 10:42 GMT-3,,GMT-3,10:42,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Book covers,Speaking Task,2019-06-05 10:42 GMT-3,,GMT-3,10:42,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Book impact,Speaking Task,2019-06-05 10:41 GMT-3,,GMT-3,10:41,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Biographies,Speaking Task,2019-06-05 10:40 GMT-3,,GMT-3,10:40,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Belief in Astrology,Speaking Task,2019-06-05 10:39 GMT-3,,GMT-3,10:39,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Astrology and Religion,Speaking Task,2019-06-05 10:36 GMT-3,,GMT-3,10:36,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno37,2ziol,Russia,Speaking Task,2019-06-05 10:35 GMT-3,,GMT-3,10:35,2019,06,05,2ziol,145,17,0,10105,61,0,00:04:57,81,0.58,12,35,A0,8º ano,3,2
aluno8,ygz43,Horoscopes + Frequency,Speaking Task,2019-06-05 10:25 GMT-3,,GMT-3,10:25,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Zodiac Profile,Speaking Task,2019-06-05 10:24 GMT-3,,GMT-3,10:24,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Astrology Birthday,Speaking Task,2019-06-05 10:24 GMT-3,,GMT-3,10:24,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Fortune Teller,Speaking Task,2019-06-05 10:22 GMT-3,,GMT-3,10:22,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Virgo Comparison,Speaking Task,2019-06-05 10:22 GMT-3,,GMT-3,10:22,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Personality Tests,Speaking Task,2019-06-05 10:21 GMT-3,,GMT-3,10:21,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Compatibility,Speaking Task,2019-06-05 10:20 GMT-3,,GMT-3,10:20,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Written in the Stars,Speaking Task,2019-06-05 10:18 GMT-3,,GMT-3,10:18,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,How to Meet Your Match,Speaking Task,2019-06-05 10:16 GMT-3,,GMT-3,10:16,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Divorce,Speaking Task,2019-06-05 10:16 GMT-3,,GMT-3,10:16,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Online Dating Profile,Speaking Task,2019-06-05 10:15 GMT-3,,GMT-3,10:15,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Teenage Dates,Speaking Task,2019-06-05 10:15 GMT-3,,GMT-3,10:15,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno87,dg23e,Time,Speaking Task,2019-06-05 10:14 GMT-3,,GMT-3,10:14,2019,06,05,dg23e,61,0,0,3726,28,0,00:01:51,30,0.64,7,11,A0,7º ano,2,2
aluno8,ygz43,Electronic Devices,Speaking Task,2019-06-05 10:14 GMT-3,,GMT-3,10:14,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Websites,Speaking Task,2019-06-05 10:13 GMT-3,,GMT-3,10:13,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno87,dg23e,Directions 1,Speaking Task,2019-06-05 10:11 GMT-3,,GMT-3,10:11,2019,06,05,dg23e,61,0,0,3726,28,0,00:01:51,30,0.64,7,11,A0,7º ano,2,2
aluno23,87ccs,School reading,Speaking Task,2019-06-05 10:05 GMT-3,,GMT-3,10:05,2019,06,05,87ccs,252,0,0,17886,169,0,00:20:01,82,0.3,30,67,A1,6º ano,1,3
aluno23,87ccs,Biographies,Speaking Task,2019-06-05 10:03 GMT-3,,GMT-3,10:03,2019,06,05,87ccs,252,0,0,17886,169,0,00:20:01,82,0.3,30,67,A1,6º ano,1,3
aluno87,dg23e,Morning Routine,Speaking Task,2019-06-05 10:03 GMT-3,,GMT-3,10:03,2019,06,05,dg23e,61,0,0,3726,28,0,00:01:51,30,0.64,7,11,A0,7º ano,2,2
aluno23,87ccs,Authors 2,Speaking Task,2019-06-05 10:03 GMT-3,,GMT-3,10:03,2019,06,05,87ccs,252,0,0,17886,169,0,00:20:01,82,0.3,30,67,A1,6º ano,1,3
aluno87,dg23e,Hometown,Speaking Task,2019-06-05 10:02 GMT-3,,GMT-3,10:02,2019,06,05,dg23e,61,0,0,3726,28,0,00:01:51,30,0.64,7,11,A0,7º ano,2,2
aluno198,ygz43,American Meals,Speaking Task,2019-06-05 10:00 GMT-3,,GMT-3,10:00,2019,06,05,ygz43,19,0,0,881,6,0,00:00:28,10,0.54,1,1,A1,7º ano,2,3
aluno8,ygz43,Cell phones,Speaking Task,2019-06-05 09:58 GMT-3,,GMT-3,09:58,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Artificial Intelligence,Speaking Task,2019-06-05 09:57 GMT-3,,GMT-3,09:57,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Electronic Devices,Speaking Task,2019-06-05 09:57 GMT-3,,GMT-3,09:57,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Robotic Kitchen,Speaking Task,2019-06-05 09:56 GMT-3,,GMT-3,09:56,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno198,ygz43,Breakfast Time,Speaking Task,2019-06-05 09:52 GMT-3,,GMT-3,09:52,2019,06,05,ygz43,19,0,0,881,6,0,00:00:28,10,0.54,1,1,A1,7º ano,2,3
aluno8,ygz43,School + Technology,Speaking Task,2019-06-05 09:51 GMT-3,,GMT-3,09:51,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Television,Speaking Task,2019-06-05 09:51 GMT-3,,GMT-3,09:51,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Online Learning,Speaking Task,2019-06-05 09:50 GMT-3,,GMT-3,09:50,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno198,ygz43,Favorite Dessert,Speaking Task,2019-06-05 09:50 GMT-3,,GMT-3,09:50,2019,06,05,ygz43,19,0,0,881,6,0,00:00:28,10,0.54,1,1,A1,7º ano,2,3
aluno8,ygz43,Science Fiction,Speaking Task,2019-06-05 09:48 GMT-3,,GMT-3,09:48,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno198,ygz43,Salty or Sweet?,Speaking Task,2019-06-05 09:47 GMT-3,,GMT-3,09:47,2019,06,05,ygz43,19,0,0,881,6,0,00:00:28,10,0.54,1,1,A1,7º ano,2,3
aluno30,icmob,Typical Jobs,Speaking Task,2019-06-05 09:46 GMT-3,,GMT-3,09:46,2019,06,05,icmob,177,22,0,14453,91,0,00:09:36,83,0.73,23,47,A1,8º ano,3,3
aluno8,ygz43,News Sources,Speaking Task,2019-06-05 09:45 GMT-3,,GMT-3,09:45,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Headlines,Speaking Task,2019-06-05 09:44 GMT-3,,GMT-3,09:44,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno46,tj173,Croatia,Speaking Task,2019-06-05 09:44 GMT-3,,GMT-3,09:44,2019,06,05,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno4,dg23e,Scientific Discoveries 2,Speaking Task,2019-06-05 09:43 GMT-3,,GMT-3,09:43,2019,06,05,dg23e,542,54,0,46255,329,0,00:39:39,210,0.37,66,199,A1,7º ano,2,3
aluno46,tj173,Iceland,Speaking Task,2019-06-05 09:42 GMT-3,,GMT-3,09:42,2019,06,05,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno8,ygz43,Social Media,Speaking Task,2019-06-05 09:42 GMT-3,,GMT-3,09:42,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Type of News,Speaking Task,2019-06-05 09:42 GMT-3,,GMT-3,09:42,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Current News,Speaking Task,2019-06-05 09:41 GMT-3,,GMT-3,09:41,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno4,dg23e,Science Class 2,Speaking Task,2019-06-05 09:41 GMT-3,,GMT-3,09:41,2019,06,05,dg23e,542,54,0,46255,329,0,00:39:39,210,0.37,66,199,A1,7º ano,2,3
aluno8,ygz43,Journalism,Speaking Task,2019-06-05 09:41 GMT-3,,GMT-3,09:41,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Questioning the News,Speaking Task,2019-06-05 09:40 GMT-3,,GMT-3,09:40,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,Newspaper Sections,Speaking Task,2019-06-05 09:40 GMT-3,,GMT-3,09:40,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,ygz43,School News,Speaking Task,2019-06-05 09:39 GMT-3,,GMT-3,09:39,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno46,tj173,Costa Rica,Speaking Task,2019-06-05 09:38 GMT-3,,GMT-3,09:38,2019,06,05,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno13,87ccs,Personal Fitness,Speaking Task,2019-06-05 09:37 GMT-3,,GMT-3,09:37,2019,06,05,87ccs,285,24,0,23282,157,0,00:20:19,128,0.59,38,39,A1,6º ano,1,3
aluno30,icmob,Fast Food Restaurant,Speaking Task,2019-06-05 09:37 GMT-3,,GMT-3,09:37,2019,06,05,icmob,177,22,0,14453,91,0,00:09:36,83,0.73,23,47,A1,8º ano,3,3
aluno13,87ccs,Allergies,Speaking Task,2019-06-05 09:36 GMT-3,,GMT-3,09:36,2019,06,05,87ccs,285,24,0,23282,157,0,00:20:19,128,0.59,38,39,A1,6º ano,1,3
aluno46,tj173,Tunisia,Speaking Task,2019-06-05 09:36 GMT-3,,GMT-3,09:36,2019,06,05,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno13,87ccs,Stress 2,Speaking Task,2019-06-05 09:35 GMT-3,,GMT-3,09:35,2019,06,05,87ccs,285,24,0,23282,157,0,00:20:19,128,0.59,38,39,A1,6º ano,1,3
aluno13,87ccs,Sleep patterns,Speaking Task,2019-06-05 09:34 GMT-3,,GMT-3,09:34,2019,06,05,87ccs,285,24,0,23282,157,0,00:20:19,128,0.59,38,39,A1,6º ano,1,3
aluno46,tj173,Saudi Arabia,Speaking Task,2019-06-05 09:33 GMT-3,,GMT-3,09:33,2019,06,05,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno13,87ccs,Fast food,Speaking Task,2019-06-05 09:32 GMT-3,,GMT-3,09:32,2019,06,05,87ccs,285,24,0,23282,157,0,00:20:19,128,0.59,38,39,A1,6º ano,1,3
aluno13,87ccs,Diets,Speaking Task,2019-06-05 09:30 GMT-3,,GMT-3,09:30,2019,06,05,87ccs,285,24,0,23282,157,0,00:20:19,128,0.59,38,39,A1,6º ano,1,3
aluno4,dg23e,Technology and Planning 2,Speaking Task,2019-06-05 09:30 GMT-3,,GMT-3,09:30,2019,06,05,dg23e,542,54,0,46255,329,0,00:39:39,210,0.37,66,199,A1,7º ano,2,3
aluno8,ygz43,Fake News,Speaking Task,2019-06-05 09:30 GMT-3,,GMT-3,09:30,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno46,tj173,Serbia,Speaking Task,2019-06-05 09:29 GMT-3,,GMT-3,09:29,2019,06,05,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno4,dg23e,Curing Diseases 1,Speaking Task,2019-06-05 09:29 GMT-3,,GMT-3,09:29,2019,06,05,dg23e,542,54,0,46255,329,0,00:39:39,210,0.37,66,199,A1,7º ano,2,3
aluno30,icmob,The Perfect Employee,Speaking Task,2019-06-05 09:29 GMT-3,,GMT-3,09:29,2019,06,05,icmob,177,22,0,14453,91,0,00:09:36,83,0.73,23,47,A1,8º ano,3,3
aluno8,ygz43,Sports dislikes,Speaking Task,2019-06-05 09:28 GMT-3,,GMT-3,09:28,2019,06,05,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
